popularity,image,speechiness,rank,href,year,acousticness,danceability,preview,energy,tempo,instrumentalness,key,duration_ms,name,artist,liveness,explicit,mode,time_signature,loudness,valence
35,https://i.scdn.co/image/e60fbc828c210db99fd3933cc14a46dafabe38aa,0.0332,79,https://open.spotify.com/track/7IwFA0HPOBCoQT5qzP0jDN,1971,0.787,0.595,https://p.scdn.co/mp3-preview/fd88cb05d227cfedff6c32cb322aeed05b398313?cid=b1f28da8553c44beb65edac3ed1abac7,0.34,119.859,0.179,7,269333,Woodstock,Matthews' Southern Comfort,0.104,0,0,4,-15.214,0.79
32,https://i.scdn.co/image/c34cb2d0fd542c10b64064bbc32cc48a4b494153,0.0332,80,https://open.spotify.com/track/6Sueudn0VQA4AXRsFKQbFl,1971,0.945,0.192,https://p.scdn.co/mp3-preview/0667813f232c16944d36a08ca84bb281f67e7da6?cid=b1f28da8553c44beb65edac3ed1abac7,0.263,87.747,0,3,248693,Amazing Grace,Judy Collins,0.203,0,1,4,-11.83,0.196
40,https://i.scdn.co/image/a357069728e181a7163dd35b0ba4fc62f9bfc1dc,0.0339,81,https://open.spotify.com/track/2HMWCdOn8xL2M8WwPxHTQ1,1971,0.0481,0.679,https://p.scdn.co/mp3-preview/543be08eb0529577d80905e71e45a12b157792dd?cid=b1f28da8553c44beb65edac3ed1abac7,0.672,103.445,0.0243,4,170000,I Hear You Knocking,Dave Edmunds,0.063,0,1,4,-7.006,0.926
39,https://i.scdn.co/image/fb2be3c1766519e37d098e896f3e61160606124e,0.0352,82,https://open.spotify.com/track/7uLKyipL5WfndsHMRSGEUS,1971,0.684,0.344,,0.243,94.662,2.47e-05,0,225837,Lonely Days,Bee Gees,0.484,0,0,4,-14.204,0.339
36,https://i.scdn.co/image/cae2db127c9baf7438957280a513b3b9c2dfe64d,0.0373,83,https://open.spotify.com/track/2oWFcV6yOp5HmbzbCcQXKJ,1971,0.318,0.67,https://p.scdn.co/mp3-preview/0a6c7c682499f710882627e85fd49c84d952f16a?cid=b1f28da8553c44beb65edac3ed1abac7,0.839,124.67,2.33e-06,5,166394,Here Comes That Rainy Day Feeling Again - Remastered,The Fortunes,0.0438,0,1,4,-9.65,0.847
59,https://i.scdn.co/image/7df2cd9b0eb955cddbfb72c70628f6e6f369f13f,0.0457,84,https://open.spotify.com/track/1W1GpfPujmgp2vQqcpUhtU,1971,0.249,0.701,,0.826,134.941,0.327,2,513000,Won't Get Fooled Again - Remix,The Who,0.057,0,1,4,-9.691,0.32
39,https://i.scdn.co/image/40567fdb39d974ad131a0e891ab3ef9478cc7bb7,0.0538,85,https://open.spotify.com/track/2f1kaz9iKDa9aHwZMfdbti,1971,0.119,0.719,https://p.scdn.co/mp3-preview/0b1841eea427008dc6459f74378dcdb5af93e1b0?cid=b1f28da8553c44beb65edac3ed1abac7,0.486,141.515,3.19e-05,5,160626,Trapped By a Thing Called Love,Denise LaSalle,0.0718,0,0,3,-9.489,0.824
27,https://i.scdn.co/image/1b3d944b2ecb16ee7b7d4a8929a02a5423ce6feb,0.048,86,https://open.spotify.com/track/20a2Sdul23BOafd2X37Dlv,1971,0.359,0.634,,0.819,104.517,4.98e-06,5,187133,Mama's Pearl,The Jackson 5,0.18,0,0,4,-6.786,0.931
24,https://i.scdn.co/image/c546cf324918bd78de71e3b3e433f6de15b09410,0.0316,87,https://open.spotify.com/track/41v85f5SnrtBOrKv2TabHl,1971,0.373,0.586,https://p.scdn.co/mp3-preview/1750f1243d2d0655c5b9da20985dd5bc5c683770?cid=b1f28da8553c44beb65edac3ed1abac7,0.724,138.984,0.000201,9,167413,Timothy,The Buoys,0.0795,0,0,4,-11.512,0.973
39,https://i.scdn.co/image/ad16a7961fc3e7c8274dc693975243ff2810da79,0.0322,88,https://open.spotify.com/track/0SeZTSc15tZhfJvh2d4YIe,1971,0.239,0.589,https://p.scdn.co/mp3-preview/210d8b780880cb550a01edde91e5058b719163df?cid=b1f28da8553c44beb65edac3ed1abac7,0.601,137.808,0,11,162333,I Woke Up in Love This Morning,The Partridge Family,0.159,0,0,4,-11.105,0.713
47,https://i.scdn.co/image/198c808ab7645ab9322abd305708c6d626915e0a,0.0481,89,https://open.spotify.com/track/7KMILVTQdVS4zQ8ilTcpRO,1971,0.24,0.497,,0.715,120.791,0.00615,9,279200,Theme From Shaft - Album - Remastered,Isaac Hayes,0.117,0,0,4,-17.488,0.826
35,https://i.scdn.co/image/1ffaa0ffcc69f2935335b6db30ba9cdaaab278ec,0.0555,90,https://open.spotify.com/track/5jImDmchoWQjKdg2z37nD0,1971,0.704,0.469,,0.486,75.137,0.033,6,194533,If I Were Your Woman - Single Version,Gladys Knight & The Pips,0.68,0,1,4,-10.422,0.574
34,https://i.scdn.co/image/f7b2efaf02707d87081688150e29cd55d80db689,0.031,92,https://open.spotify.com/track/4Zibbwj1STIuxLT3WdEY67,1971,0.897,0.547,https://p.scdn.co/mp3-preview/9727bc70f30818924cf2b051f9a888aed419b8f9?cid=b1f28da8553c44beb65edac3ed1abac7,0.211,135.898,0.00258,3,227586,Wedding Song (There Is Love) - Remastered,Noel Paul Stookey,0.119,0,1,4,-16.26,0.458
30,https://i.scdn.co/image/bee4a68f813178acad352b9c0ab5916c27e3e8d8,0.0287,93,https://open.spotify.com/track/7cyLwgSVf3AnKXetNRWiTa,1971,0.157,0.731,https://p.scdn.co/mp3-preview/5d3332b4ae616cd2157f948f7329b20470714a95?cid=b1f28da8553c44beb65edac3ed1abac7,0.701,107.521,6.75e-06,7,136400,"Don't Knock My Love, Pt. 1",Wilson Pickett,0.0595,0,0,4,-8.722,0.961
66,https://i.scdn.co/image/006e418c379a9417ebf9af0c67a2d17726aa1932,0.0316,94,https://open.spotify.com/track/3MFFDRC4wTN9JNGtzXsZlN,1971,0.0573,0.564,https://p.scdn.co/mp3-preview/9508629c630afec0ad940e46ab17535a8d795999?cid=b1f28da8553c44beb65edac3ed1abac7,0.587,147.462,0.00485,4,198466,Love Her Madly,The Doors,0.0416,0,0,4,-7.393,0.966
46,https://i.scdn.co/image/101e2e10c3acff9aa410b2d76b0b2594c9a3b20c,0.0649,95,https://open.spotify.com/track/0hhzJEusz6r7f0eL1Uc8kw,1971,0.803,0.698,https://p.scdn.co/mp3-preview/9d7117d59dcaabcd8df9a21771c8acb7d33f1995?cid=b1f28da8553c44beb65edac3ed1abac7,0.643,128.22,0.0799,2,254000,Here Comes The Sun,Richie Havens,0.704,0,1,4,-16.985,0.714
16,https://i.scdn.co/image/e5b7a0313c4097e93c3952c2a99a93eef00656d8,0.0401,96,https://open.spotify.com/track/2MtvFTVy5qjzKe6ytzfcBv,1971,0.113,0.692,https://p.scdn.co/mp3-preview/6557e7bb1624c84d997b9173c4c801c682a7bb84?cid=b1f28da8553c44beb65edac3ed1abac7,0.629,126.5,0,10,171533,Sweet Mary,Wadsworth Mansion,0.0251,0,1,4,-10.714,0.956
31,https://i.scdn.co/image/5cdb521ae35b4666f14da32864faa1069632f23b,0.0364,97,https://open.spotify.com/track/0EocUlMbfRJlO1ieFjgZGB,1971,0.22,0.503,https://p.scdn.co/mp3-preview/0a8c667f6351d9071c66b446f98ed881dc25acbb?cid=b1f28da8553c44beb65edac3ed1abac7,0.62,156.243,2.29e-06,0,199800,Right on the Tip of My Tongue,Brenda And The Tabulations,0.0778,0,0,4,-7.265,0.736
36,https://i.scdn.co/image/d80e8b4e940ecdc063b2bc3e7690e8ef56be3066,0.0309,98,https://open.spotify.com/track/5766QQQ0ssrdVAe7VGE2BM,1971,0.745,0.247,https://p.scdn.co/mp3-preview/990618e0789df9a6ed4db7a3c55d2c2da1fe4e95?cid=b1f28da8553c44beb65edac3ed1abac7,0.31,198.82,1.86e-05,2,207906,One Less Bell to Answer,The 5th Dimension,0.205,0,1,3,-10.487,0.483
70,https://i.scdn.co/image/006e418c379a9417ebf9af0c67a2d17726aa1932,0.0283,99,https://open.spotify.com/track/14XWXWv5FoCbFzLksawpEe,1971,0.25,0.549,https://p.scdn.co/mp3-preview/3caccf01f5b9bdedbbc308568f1db7a5631ff5b9?cid=b1f28da8553c44beb65edac3ed1abac7,0.722,103.885,0.0138,11,434720,Riders On The Storm,The Doors,0.11,0,0,4,-11.729,0.716
59,https://i.scdn.co/image/8e1ebf94a927b288260a75c9a14b941cb6897a8c,0.037,1,https://open.spotify.com/track/0SxFyA4FqmEQqZVuAlg8lf,1972,0.731,0.311,https://p.scdn.co/mp3-preview/73866e496e28ca08047660d7df03b7c9a358241b?cid=b1f28da8553c44beb65edac3ed1abac7,0.0264,120.653,0.00205,0,260666,The First Time Ever I Saw Your Face,Roberta Flack,0.156,0,1,4,-21.644,0.139
50,https://i.scdn.co/image/6373aa3fb18e99717197a584e427d1afd877bfd6,0.0354,2,https://open.spotify.com/track/6vuEG9sZtC4W2zT64f7zLF,1972,0.583,0.558,https://p.scdn.co/mp3-preview/3f030b3f55ea2d5b2cae366de1a6e8bd67e611ae?cid=b1f28da8553c44beb65edac3ed1abac7,0.464,171.762,0.000133,8,217728,Alone Again (Naturally),Gilbert O'Sullivan,0.159,0,0,4,-8.488,0.559
70,https://i.scdn.co/image/7cbfa18075449211de468d000fca87b270b50ceb,0.0628,3,https://open.spotify.com/track/2QgWuCtBpNIpl5trmKCxRf,1972,0.6,0.527,,0.509,138.317,0,7,515866,American Pie,Don McLean,0.144,0,1,4,-10.893,0.497
57,https://i.scdn.co/image/49c11128ba8a2edda95f57e6b23d866e5ba4468c,0.0287,4,https://open.spotify.com/track/7vqubB6rY1NpGVGpHYobbQ,1972,0.556,0.441,https://p.scdn.co/mp3-preview/572136e4cdb9270a974d9caf792f46501cf75c0c?cid=b1f28da8553c44beb65edac3ed1abac7,0.212,65.311,5.52e-06,4,202026,Without You,Harry Nilsson,0.0578,0,1,4,-13.657,0.124
39,https://i.scdn.co/image/1129c95490f7eec6aaedc4faaadd56d5838bdd72,0.0332,5,https://open.spotify.com/track/6jGb3Hhy6Dfhci1Eb3au0R,1972,0.806,0.636,,0.549,131.154,0.000386,0,192920,The Candy Man,Sammy Davis Jr.,0.303,0,1,4,-10.933,0.84
41,https://i.scdn.co/image/d143bb8668707322c72b583a2d70b44715588ecb,0.328,6,https://open.spotify.com/track/3t5caUWBhKDgy1ypsxRcg4,1972,0.182,0.84,https://p.scdn.co/mp3-preview/e850b89855b7479d919e10a969ecfb5f4b07d07d?cid=b1f28da8553c44beb65edac3ed1abac7,0.856,93.41,0.000297,8,148813,I GOTCHA,Joe Tex,0.306,0,1,4,-11.277,0.763
65,https://i.scdn.co/image/d459ac8a8e151bf20b23dfb3a47e524c7ab84178,0.0667,7,https://open.spotify.com/track/3M8FzayQWtkvOhqMn2V4T2,1972,0.782,0.619,https://p.scdn.co/mp3-preview/88034b6356a11c9bea4cca28d56a80efcc655ac4?cid=b1f28da8553c44beb65edac3ed1abac7,0.22,75.16,1.19e-05,0,258834,Lean on Me,Bill Withers,0.124,0,1,4,-13.843,0.423
46,https://i.scdn.co/image/182d98c77736fbae644e62c86c7378ba8e24d243,0.0403,8,https://open.spotify.com/track/4z51Gf7Ppt9Lmu5zmnUIz9,1972,0.26,0.495,https://p.scdn.co/mp3-preview/790f97dd4832a89e6d6b77f1766adb8e93346a54?cid=b1f28da8553c44beb65edac3ed1abac7,0.307,80.97,5.21e-05,9,183933,Baby Don't Get Hooked on Me,Mac Davis,0.103,0,1,4,-18.168,0.802
52,https://i.scdn.co/image/2a05726fc907a4bea03718b0898b154f09fdfce3,0.0353,9,https://open.spotify.com/track/3tm6LVXZJg0lG4hQm5ytrT,1972,0.817,0.667,https://p.scdn.co/mp3-preview/1a59ed2c547ed1328f761dd7a23de9dc3da7e304?cid=b1f28da8553c44beb65edac3ed1abac7,0.412,83.816,0,1,144866,Brand New Key,Melanie,0.107,0,1,4,-7.544,0.82
29,https://i.scdn.co/image/4af5dc9b054f916418c58a387a3bf6e957a625ab,0.0272,10,https://open.spotify.com/track/7buqgbdJkbLhAQIKqyYbbz,1972,0.467,0.472,https://p.scdn.co/mp3-preview/27a7da71c1f4d099f546e775f8066262cd5137d3?cid=b1f28da8553c44beb65edac3ed1abac7,0.503,152.728,0,0,198666,Daddy Don't You Walk So Fast - Re-Recorded In Stereo,Wayne Newton,0.155,0,1,4,-10.018,0.443
73,https://i.scdn.co/image/8f271b1c2ad42fbed2c42d57d98eeec9802612ff,0.0522,11,https://open.spotify.com/track/63xdwScd1Ai1GigAwQxE8y,1972,0.57,0.756,https://p.scdn.co/mp3-preview/5374059cb5947b59dfb255bd44bc8f2ad2f481d0?cid=b1f28da8553c44beb65edac3ed1abac7,0.397,101.985,0.0115,7,199396,Let's Stay Together,Al Green,0.0542,0,0,4,-10.701,0.507
69,https://i.scdn.co/image/ff78e2340a6adcdebcfc41914c3d08415ac4ad0f,0.0766,12,https://open.spotify.com/track/2BY7ALEWdloFHgQZG6VMLA,1972,0.54,0.719,https://p.scdn.co/mp3-preview/7a43c373ebee912738208360712973824f163ed7?cid=b1f28da8553c44beb65edac3ed1abac7,0.768,125.315,1.59e-05,1,186946,Brandy (You're A Fine Girl),Looking Glass,0.146,0,0,4,-7.528,0.772
31,https://i.scdn.co/image/e8e6c7014a5ae8e4f1ef5e0edabafda3a1e730ba,0.0304,14,https://open.spotify.com/track/73ISKcMWouqTzAbZD4GkLx,1972,0.064,0.7,https://p.scdn.co/mp3-preview/aff72bc1f151c57e8aee80b7c5f7ddcbb1e02572?cid=b1f28da8553c44beb65edac3ed1abac7,0.883,132.359,0.000819,9,160373,Nice to Be with You,Gallery,0.0738,0,1,4,-9.13,0.97
45,https://i.scdn.co/image/c9bd41684558bf076e8e26bbd903b3842add9fff,0.0438,16,https://open.spotify.com/track/54K7o2yNOMZYCtEDnfD6wI,1972,0.283,0.502,https://p.scdn.co/mp3-preview/ca9a8c56b939a8c3f70c8a17f8f6f2e6a201fd06?cid=b1f28da8553c44beb65edac3ed1abac7,0.451,140.474,0,4,216800,(If Loving You Is Wrong) I Don't Want to Be Right,Luther Ingram,0.154,0,0,4,-7.423,0.531
64,https://i.scdn.co/image/1592ca722b7a498d6f82dc35b38706e9b85e9d21,0.0295,17,https://open.spotify.com/track/5IRWgQiN0c2i4U97iE3OoY,1972,0.212,0.542,https://p.scdn.co/mp3-preview/580fe6fe1db0ad2f84c2b970007ef2a930198b8f?cid=b1f28da8553c44beb65edac3ed1abac7,0.444,171.719,0.0519,4,187013,Heart of Gold,Neil Young,0.102,0,0,4,-11.567,0.827
47,https://i.scdn.co/image/7e133770049e0c58206273350e73f221affbaae4,0.0285,18,https://open.spotify.com/track/7ws9OSmWx1txRJpavsfSIm,1972,0.535,0.373,https://p.scdn.co/mp3-preview/dcc719ad1dc561a68b50b97ddb535b19f35bbe62?cid=b1f28da8553c44beb65edac3ed1abac7,0.505,141.146,0,3,198986,"Betcha By Golly, Wow",The Stylistics,0.327,0,1,4,-7.887,0.438
56,https://i.scdn.co/image/18ca4d5386a0ba5ebbe7351d53a9f352050be7e3,0.0482,19,https://open.spotify.com/track/5YLnfy7R2kueN0BRPkjiEG,1972,0.097,0.844,,0.597,101.674,0,0,196826,I'll Take You There,The Staple Singers,0.0777,0,1,4,-8.618,0.795
50,https://i.scdn.co/image/c11a35a962f7aa7446daa4432ea113d74e0b324c,0.0301,20,https://open.spotify.com/track/0ZFqB9g2FujbmMSrjqsL3j,1972,0.912,0.439,,0.169,136.32,0.000456,5,167386,Ben - Single Version,Michael Jackson,0.115,0,1,4,-10.884,0.304
16,https://i.scdn.co/image/fb2f542214fe48bf05fff5c13467693620c95c0c,0.0358,21,https://open.spotify.com/track/79fwgYi0nxAn2Zda7sHlmC,1972,0.651,0.604,https://p.scdn.co/mp3-preview/adc5a1817b7148c8cf9daade00a6c9a1220259a6?cid=b1f28da8553c44beb65edac3ed1abac7,0.377,128.523,2.37e-06,5,153706,The Lion Sleeps Tonight,Robert John,0.103,0,1,4,-12.179,0.9
49,https://i.scdn.co/image/ca70c8683e5f8485d17d0b839b845964c4637ff9,0.087,23,https://open.spotify.com/track/1OzZA6TWRLT8bRhxBDJoGk,1972,0.124,0.562,,0.634,88.528,0.0188,4,227373,Slippin' Into Darkness,War,0.0775,0,0,4,-8.757,0.7
62,https://i.scdn.co/image/d9417d1df144e00732e35e4d6f3d0dbff06a2a4c,0.062,24,https://open.spotify.com/track/5UwbnHhjnbinJH8TefuQfN,1972,0.411,0.757,https://p.scdn.co/mp3-preview/f4f1fa5512316535ef21f04a8c1e3723216cec92?cid=b1f28da8553c44beb65edac3ed1abac7,0.868,138.923,0.00221,9,199200,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,0.355,0,1,4,-9.326,0.815
39,https://i.scdn.co/image/52cbee5f6caeab1106187f02c9a9b7683f3f6504,0.0377,25,https://open.spotify.com/track/3DijXDOWwsrg43D0Se345d,1972,0.607,0.486,https://p.scdn.co/mp3-preview/96fde1d099c1dd51ea3af4d72d0c4348e422773b?cid=b1f28da8553c44beb65edac3ed1abac7,0.562,96.12,4.12e-06,2,244133,How Do You Do?,Mouth & MacNeal,0.668,0,1,4,-8.382,0.711
41,https://i.scdn.co/image/e48ad59d3dd1cdea12bd4e5d06472a12d3f6d552,0.0329,26,https://open.spotify.com/track/3sZlKnnY9H5VnHkEWQVpJg,1972,0.487,0.55,,0.334,109.158,1.1e-05,0,195160,Song Sung Blue - Single Version,Neil Diamond,0.289,0,1,4,-15.681,0.373
73,https://i.scdn.co/image/8aad3712983eab1773d5926ac2409a89d485ec63,0.0535,27,https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt,1972,0.686,0.654,https://p.scdn.co/mp3-preview/39160b959b9c3ef5eb82314160eb168af167ac3b?cid=b1f28da8553c44beb65edac3ed1abac7,0.506,123.179,0.0155,11,252239,A Horse with No Name,America,0.155,0,0,4,-17.18,0.831
37,https://i.scdn.co/image/779ff6da4d6bbd26ba6e600d34d70ea1e89dbc6b,0.0572,28,https://open.spotify.com/track/6Z5wWOqBfk4G3bP1KF2Vbj,1972,0.0425,0.784,https://p.scdn.co/mp3-preview/5852fe801dcd6d36c91bad7a3020b2fd4911ec54?cid=b1f28da8553c44beb65edac3ed1abac7,0.626,136.886,0.703,11,151440,Popcorn,Hot Butter,0.0645,0,0,4,-14.617,0.952
53,https://i.scdn.co/image/730e93073a3976a9bffb91375cfcc222fb8cd89f,0.0418,29,https://open.spotify.com/track/3DkqEHCCqlkknDfksHWWu0,1972,0.704,0.485,https://p.scdn.co/mp3-preview/eb10ddfb69117a9eb4b3242243c4edbb9b07bac8?cid=b1f28da8553c44beb65edac3ed1abac7,0.641,168.645,9.92e-05,3,202253,Everybody Plays the Fool,The Main Ingredient,0.159,0,1,4,-8.752,0.855
32,https://i.scdn.co/image/f546ef5f8f36cea7f724b60b99bb17129c10a3d9,0.0339,30,https://open.spotify.com/track/7uuM0HwvCG20e5ttu6ugmP,1972,0.434,0.203,https://p.scdn.co/mp3-preview/02a1a091b54128d408b25ca8bebe08d85e87d649?cid=b1f28da8553c44beb65edac3ed1abac7,0.401,201.467,0,9,164653,Precious and Few,Climax,0.1,0,1,4,-12.341,0.17
38,https://i.scdn.co/image/d80e8b4e940ecdc063b2bc3e7690e8ef56be3066,0.0279,31,https://open.spotify.com/track/39rBMnT2vbQ6TrGrDeKUyA,1972,0.453,0.668,https://p.scdn.co/mp3-preview/021a8f93827507fd308d8dc14f4869591a1afe93?cid=b1f28da8553c44beb65edac3ed1abac7,0.572,105.166,0.000328,5,189600,(Last Night) I Didn't Get To Sleep At All,The 5th Dimension,0.109,0,0,4,-10.219,0.549
56,https://i.scdn.co/image/1a4b86ed4fbcca10caccfc05e4f3cb7b78e2ee96,0.0291,32,https://open.spotify.com/track/5w1ingzqrsJka9nlnEFB64,1972,0.255,0.244,,0.338,78.437,0.159,4,264997,Nights In White Satin,The Moody Blues,0.194,0,0,4,-11.977,0.219
63,https://i.scdn.co/image/64adc909f239fda0e2e611fd890e73bd09737910,0.0999,33,https://open.spotify.com/track/75GQIYnRaBg7ndHxhfYuQy,1972,0.548,0.305,,0.849,134.287,0.000134,9,205346,Go All The Way,Raspberries,0.0995,0,1,4,-4.892,0.555
40,https://i.scdn.co/image/ada1f3fac907922251c382b55be62404387bb51c,0.0494,34,https://open.spotify.com/track/2OyaNAq8BcGstyzueloqpE,1972,0.344,0.516,,0.73,115.126,0,7,198693,Too Late To Turn Back Now,Cornelius Brothers & Sister Rose,0.425,0,1,4,-7.136,0.907
62,https://i.scdn.co/image/6d10fffb798b612723368f48d83c16c4434ee48f,0.0494,35,https://open.spotify.com/track/28285KFbyCq8sJofn58qlD,1972,0.186,0.744,https://p.scdn.co/mp3-preview/6a2c40a2caaaaea4657b96e9991c1d90773983bf?cid=b1f28da8553c44beb65edac3ed1abac7,0.568,122.657,1.18e-05,0,178400,Love Train,The O'Jays,0.163,0,1,4,-9.629,0.687
23,https://i.scdn.co/image/a6279df8db07c3d546eed7cd489b192634814819,0.0562,36,https://open.spotify.com/track/3Vb4zEfLhZokSOYBSZIWpk,1972,0.158,0.592,,0.77,142.065,0,1,164800,Down By The Lazy River,The Osmonds,0.332,0,0,4,-9.362,0.944
42,https://i.scdn.co/image/273924606ca17f5224cf2e321eb26949cd421652,0.0649,37,https://open.spotify.com/track/3Xd39NB1rifow2RDNVgSFp,1972,0.335,0.705,https://p.scdn.co/mp3-preview/440c02e5635d91185aff38a85ed962a24f88b6f8?cid=b1f28da8553c44beb65edac3ed1abac7,0.359,125.31,0,10,138733,Sunshine (Go Away Today),Jonathan Edwards,0.0968,0,1,4,-15.388,0.837
37,https://i.scdn.co/image/50db99e44c12abb87dd464f476be540a96632a74,0.0355,38,https://open.spotify.com/track/7kFRgT3KKxU1y7USF8ZzIX,1972,0.713,0.62,,0.331,137.815,0.286,11,230920,Starting All Over Again,Mel & Tim,0.106,0,1,4,-10.543,0.468
50,https://i.scdn.co/image/81f40e10794ea6327d78ce6f775bd0c81df56dc3,0.0311,39,https://open.spotify.com/track/2XKW8CH8nRZH9cF2DNjBHN,1972,0.109,0.397,,0.687,101.822,0.000739,5,191053,Day After Day - 2010 - Remaster,Badfinger,0.112,0,1,4,-7.11,0.385
70,https://i.scdn.co/image/6e703b50d4b307b0289ab4565ca9098a95a2b1cc,0.0285,40,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY,1972,0.386,0.602,,0.522,136.637,1.44e-05,10,281613,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,0.0941,0,1,4,-9.031,0.36
51,https://i.scdn.co/image/cc948389002c2c62b5172a9c154036db43df8e44,0.136,41,https://open.spotify.com/track/63gcHyuhAC8G2C0bVQUOJI,1972,0.245,0.628,,0.712,173.195,0.000104,10,154840,Rockin' Robin,Michael Jackson,0.283,0,1,4,-8.191,0.968
39,https://i.scdn.co/image/e5b7a0313c4097e93c3952c2a99a93eef00656d8,0.0306,42,https://open.spotify.com/track/6DqNZJ4hhBYd8qj9WbpSTJ,1972,0.309,0.676,https://p.scdn.co/mp3-preview/71752cf93065b25cb788a20d4dcc7659fbd06c82?cid=b1f28da8553c44beb65edac3ed1abac7,0.463,121.923,0,9,182133,Beautiful Sunday,Daniel Boone,0.288,0,1,4,-13.155,0.91
23,https://i.scdn.co/image/8d5b9236df97a29e9fa11c143ebc893c886e366a,0.0745,43,https://open.spotify.com/track/6cJghzvpTcaBUnSf8FmNNo,1972,0.216,0.661,https://p.scdn.co/mp3-preview/8380979f417d93e7f81727c04d5f7647385d20d2?cid=b1f28da8553c44beb65edac3ed1abac7,0.798,119.016,0.828,11,244158,Scorpio,Dennis Coffey,0.115,0,0,4,-10.857,0.708
52,https://i.scdn.co/image/662dc909448335551ab990bc69e9f9e24754e89b,0.0312,44,https://open.spotify.com/track/3BqqF8suAIzW8655yJfcvh,1972,0.614,0.443,,0.324,133.102,0.00568,7,200000,Morning Has Broken,Yusuf / Cat Stevens,0.0919,0,1,3,-13.135,0.386
50,https://i.scdn.co/image/2f7440bb9c912645393b2013a8b1ff187b1ffd94,0.0407,45,https://open.spotify.com/track/0P6TTXbSLGrSoTNMz5kvB7,1972,0.535,0.616,https://p.scdn.co/mp3-preview/59415eea385415402168d234c5e537f999c69a79?cid=b1f28da8553c44beb65edac3ed1abac7,0.577,145.863,0,1,274506,The City of New Orleans,Arlo Guthrie,0.0808,0,1,4,-8.834,0.592
42,https://i.scdn.co/image/8f11710d7d03afec4505fd6b8c2937e942265e6a,0.0843,46,https://open.spotify.com/track/7J5tyfg3OYVNR97KH66ovw,1972,0.79,0.778,,0.244,143.972,0.0196,2,229800,Garden Party,Ricky Nelson,0.115,0,1,4,-21.556,0.832
63,https://i.scdn.co/image/a2cab807415845f64ef9086e1144782e357e1fc1,0.0568,47,https://open.spotify.com/track/0DcrhZ12WcCqruCs8ibXSf,1972,0.633,0.681,https://p.scdn.co/mp3-preview/3ed015c51526aca9ec5d48a1411a8ec2423305b7?cid=b1f28da8553c44beb65edac3ed1abac7,0.373,123.423,0.00113,2,164733,I Can See Clearly Now - Edit,Johnny Nash,0.0751,0,1,4,-13.2,0.623
65,https://i.scdn.co/image/7e483c17a33600af2ceb9758642ff646f10d5028,0.0284,48,https://open.spotify.com/track/7zMUCLm1TN9o9JlLISztxO,1972,0.0993,0.66,https://p.scdn.co/mp3-preview/8120be95b750b8783840768f7d458ba8a4a972fb?cid=b1f28da8553c44beb65edac3ed1abac7,0.748,143.549,0.00585,2,170293,Burning Love,Elvis Presley,0.283,0,1,4,-11.206,0.972
56,https://i.scdn.co/image/debc670699388f0d48c96d82f165a9aea8be32ea,0.143,49,https://open.spotify.com/track/6uqTETWok9npbL4c9cuLVh,1972,0.566,0.865,https://p.scdn.co/mp3-preview/f9281960cad8c97ed4b7f3cd807460979adf75b1?cid=b1f28da8553c44beb65edac3ed1abac7,0.652,90.081,0.000919,5,169533,Clean Up Woman,Betty Wright,0.0833,0,1,4,-9.046,0.829
38,https://i.scdn.co/image/68904c35137a8b29480c701fc84c1989f197ccdf,0.0282,50,https://open.spotify.com/track/1G4ldEIb2HXaLUsEu9lcHo,1972,0.164,0.466,https://p.scdn.co/mp3-preview/e14b84993d395311439e74d8b10c9cd24f7b1900?cid=b1f28da8553c44beb65edac3ed1abac7,0.489,89.198,0.0605,7,375533,Hold Your Head Up,Argent,0.553,0,1,4,-13.762,0.529
45,https://i.scdn.co/image/acd2e2c237ff4caa9a2354c2428ed89d0360a6d9,0.12,51,https://open.spotify.com/track/2QEhVc7hg5Z5yI8UPOSRk8,1972,0.293,0.643,,0.539,98.833,0.151,0,260706,Jungle Fever,The Chakachas,0.115,0,1,4,-13.483,0.572
58,https://i.scdn.co/image/f3f994683e73ca0c0c9a7b910978388de387c9e8,0.0322,52,https://open.spotify.com/track/3cflKYvbpuih1EKvgREcEg,1972,0.735,0.365,https://p.scdn.co/mp3-preview/96820573e3b922133b37949d9369b164e81ed2bf?cid=b1f28da8553c44beb65edac3ed1abac7,0.338,79.241,0,2,187000,Everything I Own,Bread,0.104,0,1,4,-13.406,0.446
42,https://i.scdn.co/image/41ca8e1375fc1a699d64764835c56b6e80eb68ff,0.0561,53,https://open.spotify.com/track/6tpLhrjDcGNJ6S7F1rQQYW,1972,0.558,0.416,,0.492,145.363,0.00145,8,203466,In The Rain,The Dramatics,0.408,0,0,4,-10.955,0.607
43,https://i.scdn.co/image/c9b85d1b819a0de50117f53d1342d2aaade82416,0.0458,54,https://open.spotify.com/track/0ZhwlFI7I69yaXphO7t5R8,1972,0.384,0.605,https://p.scdn.co/mp3-preview/ac7ce53cddb23319c6acccce41b72ae6d115a4d1?cid=b1f28da8553c44beb65edac3ed1abac7,0.57,95.967,2.35e-06,10,185822,Look What You Done for Me,Al Green,0.182,0,1,4,-8.582,0.811
